original index,context,text,crowdsourced,dave,tim,label,llama3.1:8b-instruct-q8_0,deepseek-r1:14b,gpt-4o-mini,o3-mini
296,NotreDame,"[1/2]World Heritage Day is round the corner (April18) &amp; I look back at how well endowed we are as a nation with the most vibrant history.Taking the eg of swift action further to the #NotreDameCathedralFire,the time is ripe to rethink the preservation of our rich national heritage",joy,joy,joy,joy,sadness,sadness,sadness,joy
6028,ChampionsLeague,Congrats to Messi on 600 goals. Glad he did it against USER  #BarcaLiverpool #ChampionsLeague,joy,joy,joy,joy,joy,joy,joy,joy
3709,GretaThunberg,".USER The coalition of violent ideologies of #AfD #UKIP white supremacists and HUMAN SUPREMACISTS attacking #GretaThunberg is vile.  SCIENCE DENIAL is synonymous with the current dominion of #carnism, underpinned by UN-REACHABLES.  #Anthropocentrism #Speciesism #Racism",anger,disgust,disgust,anger,anger,disgust,anger,anger
5053,NotreDame,more than 5 years ago. I'm so sorry for your loss Paris. #NotreDameCathedralFire https://t.co/FNwDLMg9rx,sadness,sadness,sadness,sadness,sadness,sadness,sadness,sadness
6237,ChampionsLeague,More #ChampionsLeague action today as Barcelona face Liverpool in the first leg of the semi finals. Be in early to get the best seats! https://t.co/vStQBHY7HD,joy,joy,joy,joy,joy,joy,joy,joy
1569,ChampionsLeague,#BarçaLFC🔥🔥🔥🔥🔥⚽🏆 #TOTAJA 0:1 🔥🔥⚽⚽ #ChampionsLeague ⚽ 🔥 👌 💯 📺📡 Enjoy the most beautiful games on Miamiiptv 📺 📡 ⚽🔥🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 https://t.co/AH7sV9oPie,joy,joy,surprise,joy,joy,joy,joy,joy
3956,GameOfThrones,"I’ve watched episode 3, the battle for winterfell 3 times today!! It is f**king epic!! #GameOfThrones #BattleForWinterfell #GOT",joy,joy,surprise,joy,joy,joy,joy,joy
5607,WorldBookDay,"""I do believe something very magical can happen when you read a good book""  ~ USER_rowling    #WorldBookDay",joy,joy,joy,joy,joy,joy,joy,joy
1635,NotreDame,"What we know so far about the #NotreDameCathedralFire #NotreDame   1. Smart people said Muslims did it b/c they have been destroying churches around the world 2. Looney Left labeled them ALL Alt-Right monsters 3. Deemed ""accident"" without investigation so The Crusades don't begin",fear,anger,disgust,disgust,anger,anger,anger,anger
335,ChampionsLeague,Year 2030 Me: Anyone remember 2019 when Liverpool won the 91 points trophy? Everyone else: Nope  #mufc #ChampionsLeague #youryear #nextyear #LiverpoolBarca USER USER_red USER,disgust,sadness,sadness,sadness,joy,joy,anger,joy
934,WorldBookDay,"Book lover? From beach libraries and charming literary cafés, to award-winning authors, all you have to do is pick up a book, sit back, and relax: Israel's got you covered. Happy World Book Day!  #Israel #WorldBookDay #books USER #book (via our friends at USER) https://t.co/T4Qrd6jdcJ",joy,joy,joy,joy,joy,joy,joy,joy
